Revenue,Expenses,Loan_Amount,Debt_to_Equity,Avg_Temperature,Rainfall,Drought_Index,Flood_Risk_Score,Commodity_Price_Index,Input_Cost_Index,Policy_Support_Score,Net_Profit,Profit_Margin,Cost_Ratio,Debt_Ratio,Climate_Stress,Region_North,Region_South,Region_West,Enterprise_Size_Medium,Enterprise_Size_Small,Quarter_Q2,Quarter_Q3,Quarter_Q4,Financial_Risk_Level
0.07166771796942928,2.2063939781625868,-0.605955675026958,-0.6136668463556632,2.84788625204203,-0.2465788974291138,1.1560677202338365,0.9678045434197194,2.0487229630466883,0.9142194464831013,-0.3252845511879988,-1.1722032770418223,-0.19710672632057785,0.19710672632057785,-0.1918477053582663,3.1336283150615913,False,False,False,False,False,False,False,True,Medium
-0.1409004242112492,0.2919108009141775,1.0328658449479053,0.35049772302371834,-0.4803023896462654,1.247197253440531,-0.28717667307279693,1.1766120469726018,-0.21491124583147725,-0.5391660805024135,0.9222552751584281,-0.27986263139759315,0.015469637498073415,-0.01546963749807348,0.193366105528398,0.022131930147157863,False,False,True,False,True,False,False,False,High
-1.4945214747653965,0.5111561142549365,-0.5500357663905903,-0.9775025329139202,-0.9614862896493929,0.42532975253404154,1.1217047584884403,1.246214548156896,1.2577427917266621,0.6511771363174129,0.29848536198521464,-1.5253994185785453,-0.46892150261302346,0.4689215026130234,0.028206039148457616,0.3133566305162229,True,False,False,True,False,False,True,False,Medium
0.11070673934814647,-2.53754019831156,-0.835963694294651,0.623374487942411,-0.3399570854786869,-0.8313021689368423,1.4653343759424011,-0.07623297434469298,-0.5860558362687006,1.1915909097317456,0.29848536198521464,1.5083806758155973,0.4230179546521222,-0.4230179546521222,-0.24261447285909854,0.36060481065883115,False,False,False,False,False,True,False,False,High
-0.656725294318355,0.26070398732815775,-0.9521758501027399,0.9872101745006684,-1.5228675063197077,-0.43257437146735744,-1.6616951428886382,-0.3546429790818694,-1.0237779034376349,-0.7796911501091716,0.29848536198521464,-0.6904406232217983,-0.09284801668294634,0.09284801668294636,-0.22126511941101046,-2.070563297484875,False,False,False,False,False,True,False,False,Medium
0.6198909511794907,-1.3858791640236534,-1.0299574514158767,-0.19525580681366744,-0.2798090979782959,-1.2125928907152417,-1.5242432959070542,0.8634007916432782,0.7986563103826271,-0.3457225138825104,1.5460251883316416,1.2879809404727949,0.31753701084458275,-0.3175370108445828,-0.3016779014802696,-0.515578898906099,False,False,True,False,False,False,False,False,Medium
-0.4145760380001948,-0.48167918826769957,0.8244893952761733,1.2600869394193612,0.08107882702404878,0.3265196569512246,-1.2837025636892818,0.2369782809846306,-1.927542307728544,1.1844263331902676,0.29848536198521464,-0.07510237222431823,0.07765309671163922,-0.07765309671163927,0.19975937185168866,-0.4073093103540763,True,False,False,False,False,True,False,False,High
-0.2445349397269164,0.05063128373153255,1.3435320040388363,1.1873198021077096,1.003347968696709,0.31024505297287824,-1.318065525434678,1.6290283046705138,-0.3594936766443713,-0.19219587370798416,-1.2609394209478189,-0.23116319492664597,0.030316450460750627,-0.03031645046075062,0.28644860847512005,0.9011162172663708,True,False,False,False,True,False,False,True,High
-1.471648096259997,-0.29732967286657935,-0.9238707111633441,1.278278723747274,0.5021147395267852,1.2995084805137869,-0.18408778783660876,-0.42424548026616365,-1.0774373622960285,0.5959075458545836,0.6103703185718213,-1.055102003516253,-0.2642614270484574,0.26426142704845734,-0.12118083133210067,0.11615546565048133,False,False,False,False,False,True,False,False,High
-1.8250116093580768,-0.6302355852107334,-1.4257691504058039,0.532415566302847,0.1412268145244398,1.2483597251532694,0.8811640262706684,-1.6074880003991643,-0.01815989668403314,-0.3272993170615673,1.2341402317450347,-1.1624633897476329,-0.36877910795860125,0.3687791079586013,-0.28818982426990986,-0.20734393907111967,False,True,False,True,False,False,False,False,Medium
